OBJECTID *,Shape *,ASSETGROUP,ASSETTYPE,ASSETNUM,CLASSIFICATION_TRAFO,DESCRIPTION GARDU,INSTALLDATE,LOCATION_GARDU,STATUS,TUJDNUMBER_TRAFO,FASA_TRAFO,JENIS_TRAFO,KAPASITAS_BARU,NO_TRAFO,PERUNTUKAN,POSISI_FASA,TEGANGAN_TRAFO,TH_BUAT,PRIORITAS,globalid *,LATITUDE,LONGITUDE,AssetNum_Trafo,GARDU_INDUK,Keterangan,PENYULANG,LOCATION_TIANG,ID_SECTION,SECTION_NAME,GARDU_UID,ASSETGROUP,ASSETTYPE,LOCATION,SSOTNUMBER_GARDU,NAMA_GARDU,KODE_GARDU,TUJDNUMBER_GARDU,TYPE_GARDU,ASSETNUM,SSOTNUMBER_TRAFO,NAMA_TRAFO,KAPASITAS_MAXIMO,BEBAN_SINCAL,JENIS_PELAYANAN,DESCRIPTION_TRAFO,KODE_PERALATAN,OWNER_PEMELIHARAAN,STATUS_KEPEMILIKAN,STATUS_RC,CXPENYULANG,SADDRESSCODE,LOCATION TYPE,STREETADDRESS,FORMATTEDADDRESS,CITY,KODE_PENYULANG
3275,Point,7211,23230,3742703,Trafo,GD KSB0167,12/30/1899,GD01.04669848,OPERATING,72TF0103742703,3 FASA,Outdoor,25,25,UMUM,NULL,20 kV/B2,2017,3,{98867FAD-FCB8-4745-9B9B-D716C256012B},"-1,87075","116,175948",3742703,GI GROGOT,,GRT.01,TG01.04702900,210101,SECTION-PMT-GRT.01,2226,7211,23230,GD01.04669848,23230GD010000012295,GD KSB0167,KSB0167,72GD0104669848,Gardu Cantol,3742703,23230TF010000002707,TRAFO GD KSB0167,25,"0,02",Umum,TRAFO GD KSB0167,12345678,,PLN,TIDAK ADA,3714429,SA6564720,Bangunan Sipil Gardu,TANAH GROGOT,TANAH GROGOT,PASER,3714429
3278,Point,7211,23230,3742708,Trafo,GD JNJ0038,12/30/1899,GD01.04669853,OPERATING,72TF0103742708,3 FASA,Outdoor,50,50,UMUM,NULL,20 kV/B2,2017,3,{922C6697-7A3E-442E-940B-1D018601ED28},"-1,850537","116,149476",3742708,GI GROGOT,,GRT.01,TG01.04702984,210103,SECTION-LBS-LBS MAN IC,2227,7211,23230,GD01.04669853,23230GD010000012291,GD JNJ0038,JNJ0038,72GD0104669853,Gardu Cantol,3742708,23230TF010000002712,TRAFO GD JNJ0038,50,"0,04",Umum,TRAFO GD JNJ0038,12345678,,PLN,TIDAK ADA,3714429,SA6564725,Bangunan Sipil Gardu,TANAH GROGOT,TANAH GROGOT,PASER,3714429
3281,Point,7211,23230,3742709,Trafo,GD BTS0129,12/30/1899,GD01.04669854,OPERATING,72TF0103742709,3 FASA,Outdoor,25,25,UMUM,NULL,20 kV/B2,2017,3,{CAE44D42-5E84-4D0F-9139-FF86786F7BF0},"-1,850607","116,148291",3742709,GI GROGOT,,GRT.01,TG01.04702987,210103,SECTION-LBS-LBS MAN IC,2228,7211,23230,GD01.04669854,23230GD010000012290,GD BTS0129,BTS0129,72GD0104669854,Gardu Cantol,3742709,23230TF010000002713,TRAFO GD BTS0129,25,"0,02",Umum,TRAFO GD BTS0129,12345678,,PLN,TIDAK ADA,3714429,SA6564726,Bangunan Sipil Gardu,TANAH GROGOT,TANAH GROGOT,PASER,3714429
3287,Point,7211,23230,3742724,Trafo,GD PLT0272,12/30/1899,GD01.04669869,OPERATING,72TF0103742724,3 FASA,Outdoor,160,160,UMUM,NULL,20 kV/B2,2017,3,{C4AD06D7-9E35-4E7E-B043-DAE9C458DC8F},"-1,849377","116,17411",3742724,GI GROGOT,,GRT.01,TG01.04703262,210102,SECTION-REC-JANJU,2230,7211,23230,GD01.04669869,23230GD010000012357,GD PLT0272,PLT0272,72GD0104669869,Gardu Portal,3742724,23230TF010000002728,TRAFO GD PLT0272,160,"0,128",Umum,TRAFO GD PLT0272,12345678,,PLN,TIDAK ADA,3714429,SA6564741,Bangunan Sipil Gardu,TANAH GROGOT,TANAH GROGOT,PASER,3714429
3290,Point,7211,23230,3742728,Trafo,GD JNJ0317,12/30/1899,GD01.04669873,OPERATING,72TF0103742728,3 FASA,Outdoor,100,100,UMUM,NULL,20 kV/B2,2017,3,{B9DFD881-B494-4C6D-B682-6A2F014EACCA},"-1,850243","116,14865",3742728,GI GROGOT,,GRT.01,TG01.04703404,210103,SECTION-LBS-LBS MAN IC,2231,7211,23230,GD01.04669873,23230GD010000012274,GD JNJ0317,JNJ0317,72GD0104669873,Gardu Portal,3742728,23230TF010000002732,TRAFO GD JNJ0317,100,"0,08",Umum,TRAFO GD JNJ0317,12345678,,PLN,TIDAK ADA,3714429,SA6564745,Bangunan Sipil Gardu,TANAH GROGOT,TANAH GROGOT,PASER,3714429
3293,Point,7211,23230,3742729,Trafo,GD JNJ0318,12/30/1899,GD01.04669874,OPERATING,72TF0103742729,3 FASA,Outdoor,100,100,UMUM,NULL,20 kV/B2,2017,3,{0ADE1A25-C36A-4561-9233-2BA728C52882},"-1,828573","116,151246",3742729,GI GROGOT,,GRT.01,TG01.04703454,210103,SECTION-LBS-LBS MAN IC,2232,7211,23230,GD01.04669874,23230GD010000012273,GD JNJ0318,JNJ0318,72GD0104669874,Gardu Portal,3742729,23230TF010000002733,TRAFO GD JNJ0318,100,"0,08",Umum,TRAFO GD JNJ0318,12345678,,PLN,TIDAK ADA,3714429,SA6564746,Bangunan Sipil Gardu,TANAH GROGOT,TANAH GROGOT,PASER,3714429
3296,Point,7211,23230,3742730,Trafo,GD JNJ0178,12/30/1899,GD01.04669875,OPERATING,72TF0103742730,3 FASA,Outdoor,50,50,UMUM,NULL,20 kV/B2,2017,3,{A21AC113-202E-47EB-966F-CA0FB283DEED},"-1,854357","116,140806",3742730,GI GROGOT,,GRT.01,TG01.04703459,210103,SECTION-LBS-LBS MAN IC,2233,7211,23230,GD01.04669875,23230GD010000012272,GD JNJ0178,JNJ0178,72GD0104669875,Gardu Portal,3742730,23230TF010000002734,TRAFO GD JNJ0178,50,"0,04",Umum,TRAFO GD JNJ0178,12345678,,PLN,TIDAK ADA,3714429,SA6564747,Bangunan Sipil Gardu,TANAH GROGOT,TANAH GROGOT,PASER,3714429
3299,Point,7211,23230,3742734,Trafo,GD LLO0078,12/30/1899,GD01.04669879,OPERATING,72TF0103742734,3 FASA,Outdoor,50,50,UMUM,NULL,20 kV/B2,2017,3,{E67F5E9A-2FCF-4CC1-BA60-44BBD8573CA2},"-1,867364","116,11996",3742734,GI GROGOT,,GRT.01,TG01.04703502,210103,SECTION-LBS-LBS MAN IC,2234,7211,23230,GD01.04669879,23230GD010000012269,GD LLO0078,LLO0078,72GD0104669879,Gardu Portal,3742734,23230TF010000002737,TRAFO GD LLO0078,50,"0,04",Umum,TRAFO GD LLO0078,12345678,,PLN,TIDAK ADA,3714429,SA6564751,Bangunan Sipil Gardu,TANAH GROGOT,TANAH GROGOT,PASER,3714429
3482,Point,7211,23230,3741431,Trafo,GD JNJ0328,12/30/1899,GD01.22910061,OPERATING,72TF0103741431,3 FASA,Outdoor,100,100,UMUM,NULL,20 kV/B2,2003,3,{7AAD69B1-5681-48FD-B084-EE3A6D672B42},"-1,856838","116,162279",3741431,GI GROGOT,,GRT.01,TG01.04702954,210103,SECTION-LBS-LBS MAN IC,3496,7211,23230,GD01.22910061,23230GD010000015235,GD JNJ0328,JNJ0328,72GD0122910061,Gardu Cantol,3741431,23230TF010000002671,TRAFO GD JNJ0328,100,"0,08",Umum,TRAFO GD JNJ0328,12345678,,PLN,TIDAK ADA,3714429,SA2679550,Bangunan Sipil Gardu,DESA JANJU,DESA JANJU,PASER,3714429
3682,Point,7211,23230,92017650,Trafo,GD LLO0344,12/30/1899,GD01.62264794,OPERATING,72TF0134093675,3 FASA,Outdoor,50,50,UMUM,RST,20 kV/B2,2022,,{51B71CD6-DCDD-4BE2-AC02-C39CB3612561},"-1,875175","116,131151",92017650,GI GROGOT,,GRT.01,TG01.04703058,210103,SECTION-LBS-LBS MAN IC,2776,7211,23230,GD01.62264794,23230GD010000020196,GD LLO0344,LLO0344,72GD0162264794,Gardu Portal,92017650,23230TF010000020538,TRAFO GD LLO0344,50,"0,04",Umum,TRAFO GD LLO0344,12345678,,PLN,TIDAK ADA,3714429,SA72873714,Bangunan Sipil Gardu,UNNAMED ROAD,TANAH GROGOT,UNNAMED ROAD,3714429
3780,Point,7211,23230,3742716,Trafo,GD KSB0158,12/30/1899,GD01.04669861,OPERATING,72TF0103742716,3 FASA,2,25,25,UMUM,RST,20 kV/B2,2017,3,{D912D290-5830-408D-85DC-0A2A32A98588},"-1,867897","116,175405",3742716,GI GROGOT,,GRT.01,TG01.04703132,210101,SECTION-PMT-GRT.01,2396,7211,23230,GD01.04669861,23230GD010000012284,GD KSB0158,KSB0158,72GD0104669861,Gardu Portal,3742716,23230TF010000002720,TRAFO GD KSB0158,25,"0,02",Umum,TRAFO GD KSB0158,12345678,,PLN,TIDAK ADA,3714429,SA6564733,Bangunan Sipil Gardu,TANAH GROGOT,TANAH GROGOT,PASER,3714429
