OBJECTID *,Shape *,KODE UP3,KODE ULP,ASSETNUM,CLASSIFICATION,NAMA SEGMEN,BAHAN_KAWAT,TIANG_AKHIR,TIANG_AWAL,JENIS_KABEL,UKURAN_KAWAT,Ukuran_SINCAL,LENGTH,STATUS,PENYULANG,PANJANG_HANTARAN,KODE_PENYULANG,FEATURE,GARDU_INDUK,Keterangan,ID_SECTION,SECTION_NAME,MAIN_LINE,Analisa_Connectivity,NAMA_FEEDER,LINE_TYPE,BULAN,VERSI_PERBAIKAN,Shape_Length
6857,Polyline,7211,23230,3718933,SUTM,SEGMEN GARDU SPL 022 _ GARDU SPL 102,Aluminium,TG01.04703397,TG01.04703379,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"1,113",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"1059,011123"
6861,Polyline,7211,23230,3718933,SUTM,SEGMEN GARDU SPL 022 _ GARDU SPL 102,Aluminium,TG01.04703399,TG01.04703397,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,126",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"119,662712"
6865,Polyline,7211,23230,3718934,SUTM,SEGMEN GARDU SPL 102 _ GARDU SPL 286,Aluminium,TG01.04703403,TG01.04703399,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,228",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"216,821228"
6867,Polyline,7211,23230,3718900,SUTM,SEGMEN GARDU SPL 234 _ GRT1-143,Aluminium,TG01.04702969,TG01.04702963,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,319",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,MAIN_LINE,<Null>,2,"303,201404"
6868,Polyline,7211,23230,3718899,SUTM,SEGMEN GARDU GD JNJ0328 _ GARDU GS SPL0234,Aluminium,TG01.04702963,TG01.04702954,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,528",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,MAIN_LINE,<Null>,2,"502,702528"
6879,Polyline,7211,23230,3718898,SUTM,SEGMEN GRT1-106 _ GARDU SPL 245,Aluminium,TG01.04702950,TG01.04702932,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"1,11",3714429,SUTM,GI GROGOT,,210102,SECTION-REC-JANJU,<Null>,Segmen terhubung,GRT.01,MAIN_LINE,<Null>,2,"1056,342498"
6892,Polyline,7211,23230,3718932,SUTM,SEGMEN GRT1-143 _ GARDU SPL 022,Aluminium,TG01.04703379,TG01.04702969,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,265",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"251,687487"
6910,Polyline,7211,23230,3718939,SUTM,SEGMEN GRT1-182 _ GD JNJ0178,Aluminium,TG01.04703459,TG01.04703008,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,103",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"97,543768"
6916,Polyline,7211,23230,3718940,SUTM,SEGMEN GRT1-241 _ GRT1-241R2,Aluminium,TG01.04703461,TG01.04703067,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,121",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,MAIN_LINE,<Null>,2,"114,503225"
6918,Polyline,7211,23230,3718949,SUTM,SEGMEN GRT1-241R11 _ GARDU LLO 043,Aluminium,TG01.04703524,TG01.04703470,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,788",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"750,202469"
6920,Polyline,7211,23230,3718942,SUTM,SEGMEN GRT1-241R11 _ GARDU LLO 150,Aluminium,TG01.04703478,TG01.04703470,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,389",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,MAIN_LINE,<Null>,2,"369,743866"
6923,Polyline,7211,23230,3718941,SUTM,SEGMEN GRT1-241R2 _ GRT1-241R11,Aluminium,TG01.04703470,TG01.04703461,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,573",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,MAIN_LINE,<Null>,2,"545,203983"
6925,Polyline,7211,23230,3718944,SUTM,SEGMEN GRT1-241R30 _ GARDU LLO 028,Aluminium,TG01.04703490,TG01.04703489,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,034",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,MAIN_LINE,<Null>,2,"31,687483"
6926,Polyline,7211,23230,3718944,SUTM,SEGMEN GRT1-241R30 _ GARDU LLO 028,Aluminium,TG01.04703495,TG01.04703490,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,266",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,MAIN_LINE,<Null>,2,"252,689393"
6930,Polyline,7211,23230,3718883,SUTM,SEGMEN GRT1-43 _ GARDU BTS 187,Aluminium,TG01.04702870,TG01.04702869,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,026",3714429,SUTM,GI GROGOT,,210101,SECTION-PMT-GRT.01,<Null>,Segmen terhubung,GRT.01,MAIN_LINE,<Null>,2,"38,598313"
6935,Polyline,7211,23230,3718887,SUTM,SEGMEN GRT1-59 _ GRT1-62,Aluminium,TG01.04702888,TG01.04702885,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,163",3714429,SUTM,GI GROGOT,,210101,SECTION-PMT-GRT.01,<Null>,Segmen terhubung,GRT.01,MAIN_LINE,<Null>,2,"154,945823"
6938,Polyline,7211,23230,3718888,SUTM,SEGMEN GRT1-62 _ GARDU KSB 188,Aluminium,TG01.04702889,TG01.04702888,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,066",3714429,SUTM,GI GROGOT,,210101,SECTION-PMT-GRT.01,<Null>,Segmen terhubung,GRT.01,MAIN_LINE,<Null>,2,"61,925902"
6949,Polyline,7211,23230,3718893,SUTM,SEGMEN GRT1-80 _ GRT1-81,Aluminium,TG01.04702907,TG01.04702906,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,038",3714429,SUTM,GI GROGOT,,210101,SECTION-PMT-GRT.01,<Null>,Segmen terhubung,GRT.01,MAIN_LINE,<Null>,2,"35,487557"
6963,Polyline,7211,23230,3718894,SUTM,SEGMEN GRT1-81 _ RECLOSER JANJU,Aluminium,TG01.04702920,TG01.04702907,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,782",3714429,SUTM,GI GROGOT,,210101,SECTION-PMT-GRT.01,<Null>,Segmen terhubung,GRT.01,MAIN_LINE,<Null>,2,"744,283919"
8152,Polyline,7211,23230,,SUTM,JUMPER GARDU_GD SPL0286,Aluminium,TG01.04703403,TG01.04703403,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,01",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"9,439594"
8156,Polyline,7211,23230,,SUTM,JUMPER GARDU_GD SPL0022,Aluminium,TG01.04703379,TG01.04703379,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,009",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"8,075626"
8609,Polyline,7211,23230,,SUTM,JUMPER GARDU_GD JNJ0128,Aluminium,TG01.04702923,TG01.04702923,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,01",3714429,SUTM,GI GROGOT,,210102,SECTION-REC-JANJU,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"8,790318"
8611,Polyline,7211,23230,,SUTM,JUMPER GARDU_GD SPL0245,Aluminium,TG01.04702950,TG01.04702950,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,006",3714429,SUTM,GI GROGOT,,210102,SECTION-REC-JANJU,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"5,685956"
8613,Polyline,7211,23230,,SUTM,JUMPER GARDU_GD SPL0234,Aluminium,TG01.04702963,TG01.04702963,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,003",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"2,408674"
8674,Polyline,7211,23230,,SUTM,JUMPER GARDU_GD PJU0240,Aluminium,TG01.04702880,TG01.04702880,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,007",3714429,SUTM,GI GROGOT,,210101,SECTION-PMT-GRT.01,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"5,785629"
8676,Polyline,7211,23230,,SUTM,JUMPER GARDU_GD BTS0187,Aluminium,TG01.04702870,TG01.04702870,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,006",3714429,SUTM,GI GROGOT,,210101,SECTION-PMT-GRT.01,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"5,57003"
8679,Polyline,7211,23230,,SUTM,JUMPER GARDU_GD KSB0014,Aluminium,TG01.04702871,TG01.04702871,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,008",3714429,SUTM,GI GROGOT,,210101,SECTION-PMT-GRT.01,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"6,724929"
8968,Polyline,7211,23230,,SUTM,JUMPER GARDU_GD KSB0188,Aluminium,TG01.04702889,TG01.04702889,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,009",3714429,SUTM,GI GROGOT,,210101,SECTION-PMT-GRT.01,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"8,190049"
8970,Polyline,7211,23230,,SUTM,JUMPER GARDU_GD BTS0226,Aluminium,TG01.04702891,TG01.04702891,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,019",3714429,SUTM,GI GROGOT,,210101,SECTION-PMT-GRT.01,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"17,330335"
8978,Polyline,7211,23230,,SUTM,JUMPER GARDU_GD KSB0160,Aluminium,TG01.04702899,TG01.04702899,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,025",3714429,SUTM,GI GROGOT,,210101,SECTION-PMT-GRT.01,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"22,874127"
10458,Polyline,7211,23230,,SUTM,JUMPER GARDU GD LLO0028,Aluminium,TG01.04703495,TG01.04703495,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,003",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"1,62746"
10894,Polyline,7211,23230,,SUTM,JUMPER GARDU_GD JNJ0178,Aluminium,TG01.04703459,TG01.04703459,A3C,3x70,aaac3x70,<Null>,OPERATING,GRT.01,"0,029",3714429,SUTM,GI GROGOT,,210103,SECTION-LBS-LBS MAN IC,<Null>,Segmen terhubung,GRT.01,SUB_LINE,<Null>,2,"26,695735"
